step,loss,lr,s1,s2,intrinsic_progress
1,10.40317153930664,0.001,0.001,0.0,5.362197411126362e-05
2,10.402222633361816,0.0009999999980684609,0.001999999998068461,1.9315391300289697e-12,0.0001072439481189543
3,10.40040111541748,0.000999999992273843,0.002999999990342304,9.655764544695688e-12,0.0001608659218159261
4,10.393159866333008,0.0009999999826161472,0.003999999972958451,2.702996160093302e-11,0.00021448789499503324
5,10.371926307678223,0.0009999999690953729,0.0049999999420538245,5.7907558803997773e-11,0.00026810986744912977
6,10.36173152923584,0.0009999999517115205,0.005999999893765345,1.0613813079696063e-10,0.00032173183897106977
7,10.286751747131348,0.00099999993046459,0.006999999824229936,1.7556740264824917e-10,0.00037535380935370746
8,10.263997077941895,0.0009999999053545816,0.007999999729584517,2.7003725370122263e-10,0.00042897577838989687
9,10.16086483001709,0.0009999998763814957,0.008999999605966012,3.9338572076937546e-10,0.0004825977458724922
10,10.13260555267334,0.0009999998435453322,0.009999999449511344,5.494470028462291e-10,0.0005362197115943477
11,10.112975120544434,0.0009999998068460918,0.010999999256357435,7.420514640757902e-10,0.0005898416753483174
12,10.06116008758545,0.0009999997662837748,0.011999999022641209,9.750256378042407e-10,0.0006434636369272556
13,10.02868938446045,0.000999999721858381,0.01299999874449959,1.2521922312780968e-09,0.0006970855961240164
14,10.00368595123291,0.0009999996735699113,0.0139999984180695,1.577370127735586e-09,0.0007507075527314543
15,9.965760231018066,0.000999999621418366,0.014999998039487867,1.954374391531697e-09,0.0008043295065424234
16,9.946662902832031,0.0009999995654037454,0.01599999760489161,2.387016271740224e-09,0.0008579514573497778
17,9.92735767364502,0.0009999995055260504,0.01699999711041766,2.8791032051016843e-09,0.0009115734049463721
18,9.912758827209473,0.0009999994417852808,0.01799999655220294,3.434438821136696e-09,0.0009651953491250604
19,9.882299423217773,0.000999999374181438,0.018999995926384378,4.056822944435313e-09,0.0010188172896786972
20,9.887779235839844,0.0009999993027145217,0.0199999952290989,4.750051599763e-09,0.001072439226400137
21,9.8632173538208,0.0009999992273845332,0.020999994456483432,5.517917014993094e-09,0.001126061159082234
22,9.856382369995117,0.0009999991481914727,0.021999993604674903,6.3642076253373776e-09,0.0011796830875178427
23,9.832422256469727,0.0009999990651353412,0.022999992669810246,7.29270807648822e-09,0.0012333050114998179
24,9.812466621398926,0.0009999989782161394,0.023999991648026384,8.307199229058617e-09,0.0012869269308210137
25,9.790448188781738,0.000999998887433868,0.024999990535460252,9.41145816193359e-09,0.001340548845274285
26,9.779818534851074,0.0009999987927885273,0.02599998932824878,1.0609258176485593e-08,0.0013941707546524862
27,9.768319129943848,0.0009999986942801188,0.026999988022528898,1.1904368799484667e-08,0.0014477926587484723
28,9.754858016967773,0.000999998591908643,0.02799998661443754,1.3300555787740401e-08,0.0015014145573550976
29,9.732528686523438,0.000999998485674101,0.02899998510011164,1.4801581131004532e-08,0.001555036450265217
30,9.705010414123535,0.0009999983755764933,0.029999983475688132,1.6411203056605365e-08,0.0016086583372716852
31,9.71199893951416,0.0009999982616158212,0.030999981737303953,1.8133176032342832e-08,0.0016622802181673574
32,9.671167373657227,0.0009999981437920856,0.03199997988109604,1.9971250770681706e-08,0.0017159020927450884
33,9.652528762817383,0.0009999980221052876,0.032999977903201326,2.192917423229009e-08,0.0017695239607977329
34,9.63178539276123,0.0009999978965554283,0.033999975799756756,2.401068962979122e-08,0.001823145822118146
35,9.60532283782959,0.0009999977671425082,0.03499997356689927,2.6219536431945186e-08,0.0018767676764991834
36,9.56663703918457,0.000999997633866529,0.0359999712007658,2.8559450366525436e-08,0.0019303895237336994
37,9.564322471618652,0.000999997496727492,0.03699996869749329,3.10341634242766e-08,0.0019840113636145494
38,9.552478790283203,0.0009999973557253976,0.03799996605321869,3.3647403863302044e-08,0.002037633195934589
39,9.505257606506348,0.0009999972108602475,0.03899996326407894,3.6402896211929144e-08,0.002091255020486673
40,9.467507362365723,0.000999997062132043,0.03999996032621098,3.930436127265591e-08,0.002144876837063657
41,9.452202796936035,0.0009999969095407853,0.04099995723575177,4.235551612609364e-08,0.0021984986454583965
42,9.43877124786377,0.000999996753086476,0.04199995398883825,4.556007413403833e-08,0.0022521204454637473
43,9.41503620147705,0.0009999965927691157,0.04299995058160736,4.892174494427362e-08,0.002305742236872565
44,9.396891593933105,0.0009999964285887061,0.04399994701019607,5.2444234493200655e-08,0.0023593640194777047
45,9.344395637512207,0.0009999962605452492,0.04499994327074132,5.613124500954947e-08,0.0024129857930720224
46,9.328783988952637,0.0009999960886387456,0.045999939359380064,5.9986475018954e-08,0.002466607557448374
47,9.294254302978516,0.0009999959128691974,0.046999935272249264,6.401361934657097e-08,0.002520229312399616
48,9.270023345947266,0.0009999957332366056,0.04799993100548587,6.821636912164776e-08,0.002573851057718603
49,9.230602264404297,0.0009999955497409722,0.04899992655522684,7.259841178035093e-08,0.0026274727931981925
50,9.20890998840332,0.0009999953623822985,0.049999921917609144,7.716343107010985e-08,0.0026810945186312397
51,9.160420417785645,0.0009999951711605862,0.05099991708876973,8.191510705287171e-08,0.0027347162338106014
52,9.136987686157227,0.0009999949760758368,0.05199991206484557,8.685711610900388e-08,0.0027883379385291334
53,9.11618709564209,0.0009999947771280522,0.05299990684197362,9.199313094075866e-08,0.002841959632579693
54,9.10261344909668,0.0009999945743172339,0.05399990141629086,9.732682057595133e-08,0.002895581315755136
55,9.068928718566895,0.0009999943676433838,0.054999895783934244,1.0286185037163468e-07,0.002949202987848319
56,9.036361694335938,0.0009999941571065037,0.05599988994104075,1.0860188201755286e-07,0.003002824648652099
57,8.990494728088379,0.0009999939427065953,0.05699988388374735,1.1455057354024237e-07,0.0030564462979593325
58,8.969145774841309,0.0009999937244436602,0.05799987760819101,1.2071157930647847e-07,0.0031100679355628765
59,8.924309730529785,0.000999993502317701,0.05899987111050871,1.2708855002628445e-07,0.003163689561255588
60,8.919557571411133,0.0009999932763287188,0.05999986438683743,1.336851327574556e-07,0.0032173111748303243
61,8.876859664916992,0.000999993046476716,0.060999857433314146,1.4050497090877794e-07,0.0032709327760799423
62,8.840950965881348,0.0009999928127616942,0.06199985024607584,1.4755170424367704e-07,0.0033245543647973
63,8.834665298461914,0.000999992575183656,0.0629998428212595,1.548289688834299e-07,0.003378175940775254
64,8.786417961120605,0.000999992333742603,0.06399983515500211,1.6234039731167432e-07,0.0034317975038066625
65,8.761478424072266,0.0009999920884385374,0.06499982724344065,1.7008961837696235e-07,0.003485419053684382
66,8.727787017822266,0.0009999918392714613,0.06599981908271212,1.780802572972628e-07,0.0035390405902012713
67,8.686750411987305,0.0009999915862413766,0.0669998106689535,1.8631593566337494e-07,0.003592662113150188
68,8.641867637634277,0.000999991329348286,0.06799980199830179,1.948002714416883e-07,0.0036462836223239902
69,8.6168212890625,0.0009999910685921912,0.06899979306689398,2.0353687897910816e-07,0.003699905117515536
70,8.615732192993164,0.0009999908039730948,0.06999978387086707,2.1252936900537395e-07,0.0037535265985176825
